Datetime,Open,High,Low,Close,Adj Close,Volume,Symbol
2023-05-13 02:00:00+00:00,26838.994140625,26852.794921875,26838.994140625,26844.173828125,26844.173828125,0,BTC-USD
2023-05-13 02:05:00+00:00,26842.75,26844.564453125,26839.119140625,26839.865234375,26839.865234375,0,BTC-USD
2023-05-13 02:10:00+00:00,26832.591796875,26835.958984375,26822.046875,26822.046875,26822.046875,0,BTC-USD
2023-05-13 02:15:00+00:00,26815.9296875,26825.421875,26815.9296875,26822.443359375,26822.443359375,0,BTC-USD
2023-05-13 02:20:00+00:00,26817.650390625,26839.02734375,26817.650390625,26839.02734375,26839.02734375,0,BTC-USD
2023-05-13 02:25:00+00:00,26835.83203125,26837.146484375,26821.890625,26825.900390625,26825.900390625,0,BTC-USD
2023-05-13 02:30:00+00:00,26817.681640625,26817.681640625,26806.8359375,26806.8359375,26806.8359375,0,BTC-USD
2023-05-13 02:35:00+00:00,26807.197265625,26814.7109375,26800.775390625,26814.7109375,26814.7109375,0,BTC-USD
2023-05-13 02:40:00+00:00,26816.228515625,26816.228515625,26808.54296875,26811.87109375,26811.87109375,0,BTC-USD
2023-05-13 02:45:00+00:00,26816.970703125,26845.603515625,26816.970703125,26821.25,26821.25,0,BTC-USD
2023-05-13 02:50:00+00:00,26803.884765625,26807.67578125,26793.763671875,26793.763671875,26793.763671875,0,BTC-USD
2023-05-13 02:55:00+00:00,26786.544921875,26805.583984375,26786.544921875,26795.919921875,26795.919921875,0,BTC-USD
2023-05-13 03:00:00+00:00,26794.10546875,26797.96484375,26794.10546875,26796.685546875,26796.685546875,0,BTC-USD
2023-05-13 03:05:00+00:00,26789.861328125,26800.76953125,26789.861328125,26800.76953125,26800.76953125,0,BTC-USD
2023-05-13 03:10:00+00:00,26803.126953125,26813.265625,26803.126953125,26813.265625,26813.265625,0,BTC-USD
2023-05-13 03:15:00+00:00,26808.9375,26808.9375,26795.177734375,26800.669921875,26800.669921875,0,BTC-USD
2023-05-13 03:20:00+00:00,26799.44140625,26821.416015625,26799.44140625,26821.416015625,26821.416015625,0,BTC-USD
2023-05-13 03:25:00+00:00,26818.923828125,26818.923828125,26813.951171875,26814.482421875,26814.482421875,0,BTC-USD
2023-05-13 03:30:00+00:00,26813.16015625,26825.73828125,26813.16015625,26819.66796875,26819.66796875,0,BTC-USD
2023-05-13 03:35:00+00:00,26816.06640625,26821.091796875,26816.06640625,26820.349609375,26820.349609375,0,BTC-USD
2023-05-13 03:40:00+00:00,26824.64453125,26846.896484375,26824.64453125,26846.896484375,26846.896484375,0,BTC-USD
2023-05-13 03:45:00+00:00,26858.0390625,26858.0390625,26832.568359375,26832.568359375,26832.568359375,0,BTC-USD
2023-05-13 03:50:00+00:00,26835.27734375,26842.94140625,26826.314453125,26826.314453125,26826.314453125,0,BTC-USD
2023-05-13 03:55:00+00:00,26836.099609375,26837.35546875,26830.361328125,26833.572265625,26833.572265625,0,BTC-USD
2023-05-13 04:00:00+00:00,26825.8125,26834.078125,26825.259765625,26825.259765625,26825.259765625,0,BTC-USD
2023-05-13 04:05:00+00:00,26824.009765625,26826.427734375,26822.369140625,26824.75390625,26824.75390625,0,BTC-USD
2023-05-13 04:10:00+00:00,26822.751953125,26839.462890625,26822.751953125,26835.6796875,26835.6796875,0,BTC-USD
2023-05-13 04:15:00+00:00,26839.25390625,26839.25390625,26827.64453125,26827.64453125,26827.64453125,0,BTC-USD
2023-05-13 04:20:00+00:00,26836.67578125,26849.00390625,26830.7265625,26843.58203125,26843.58203125,0,BTC-USD
2023-05-13 04:25:00+00:00,26854.74609375,26854.74609375,26836.984375,26836.984375,26836.984375,0,BTC-USD
2023-05-13 04:30:00+00:00,26839.353515625,26839.353515625,26835.84765625,26836.046875,26836.046875,0,BTC-USD
2023-05-13 04:35:00+00:00,26831.236328125,26833.90625,26822.06640625,26822.06640625,26822.06640625,0,BTC-USD
2023-05-13 04:40:00+00:00,26816.07421875,26821.044921875,26816.07421875,26817.732421875,26817.732421875,0,BTC-USD
2023-05-13 04:45:00+00:00,26818.685546875,26822.70703125,26805.01171875,26805.01171875,26805.01171875,0,BTC-USD
2023-05-13 04:50:00+00:00,26797.173828125,26797.173828125,26782.18359375,26782.18359375,26782.18359375,0,BTC-USD
2023-05-13 04:55:00+00:00,26772.046875,26804.0703125,26772.046875,26803.068359375,26803.068359375,0,BTC-USD
2023-05-13 05:00:00+00:00,26805.9375,26809.158203125,26803.029296875,26803.185546875,26803.185546875,0,BTC-USD
2023-05-13 05:05:00+00:00,26800.78515625,26822.939453125,26800.78515625,26822.939453125,26822.939453125,0,BTC-USD
2023-05-13 05:10:00+00:00,26821.404296875,26824.9296875,26818.62890625,26824.9296875,26824.9296875,0,BTC-USD
2023-05-13 05:15:00+00:00,26827.884765625,26830.060546875,26827.884765625,26829.462890625,26829.462890625,0,BTC-USD
2023-05-13 05:20:00+00:00,26835.05859375,26876.7734375,26835.05859375,26876.7734375,26876.7734375,0,BTC-USD
2023-05-13 05:25:00+00:00,26871.169921875,26871.169921875,26854.255859375,26859.6484375,26859.6484375,0,BTC-USD
2023-05-13 05:30:00+00:00,26843.404296875,26843.404296875,26772.77734375,26772.77734375,26772.77734375,0,BTC-USD
2023-05-13 05:35:00+00:00,26772.005859375,26803.65625,26772.005859375,26803.65625,26803.65625,0,BTC-USD
2023-05-13 05:40:00+00:00,26803.794921875,26803.794921875,26783.783203125,26783.783203125,26783.783203125,55756800,BTC-USD
2023-05-13 05:45:00+00:00,26778.85546875,26783.51953125,26776.46875,26779.6015625,26779.6015625,0,BTC-USD
2023-05-13 05:50:00+00:00,26784.431640625,26784.82421875,26769.39453125,26769.39453125,26769.39453125,0,BTC-USD
2023-05-13 05:55:00+00:00,26756.666015625,26773.453125,26755.228515625,26755.228515625,26755.228515625,0,BTC-USD
2023-05-13 06:00:00+00:00,26755.41015625,26762.0078125,26746.5546875,26762.0078125,26762.0078125,0,BTC-USD
2023-05-13 06:05:00+00:00,26751.865234375,26760.0546875,26751.865234375,26756.076171875,26756.076171875,0,BTC-USD
2023-05-13 06:10:00+00:00,26755.109375,26764.568359375,26755.109375,26764.568359375,26764.568359375,0,BTC-USD
2023-05-13 06:15:00+00:00,26760.705078125,26760.705078125,26741.837890625,26753.453125,26753.453125,0,BTC-USD
2023-05-13 06:20:00+00:00,26753.6875,26756.275390625,26753.6875,26755.076171875,26755.076171875,0,BTC-USD
2023-05-13 06:25:00+00:00,26755.42578125,26760.515625,26755.19140625,26757.9453125,26757.9453125,0,BTC-USD
2023-05-13 06:30:00+00:00,26759.828125,26766.765625,26759.828125,26760.00390625,26760.00390625,0,BTC-USD
2023-05-13 06:35:00+00:00,26758.8046875,26761.33984375,26755.20703125,26755.20703125,26755.20703125,0,BTC-USD
2023-05-13 06:40:00+00:00,26740.48828125,26747.904296875,26740.48828125,26745.189453125,26745.189453125,0,BTC-USD
2023-05-13 06:45:00+00:00,26735.98828125,26743.037109375,26735.98828125,26739.943359375,26739.943359375,0,BTC-USD
2023-05-13 06:50:00+00:00,26748.880859375,26755.2890625,26748.880859375,26752.021484375,26752.021484375,0,BTC-USD
2023-05-13 06:55:00+00:00,26748.44140625,26753.13671875,26748.294921875,26752.212890625,26752.212890625,0,BTC-USD
2023-05-13 07:00:00+00:00,26748.193359375,26753.3515625,26747.51953125,26747.51953125,26747.51953125,0,BTC-USD
2023-05-13 07:05:00+00:00,26738.0703125,26756.05078125,26738.0703125,26755.94140625,26755.94140625,0,BTC-USD
2023-05-13 07:10:00+00:00,26753.767578125,26770.63671875,26722.3828125,26722.3828125,26722.3828125,0,BTC-USD
2023-05-13 07:15:00+00:00,26732.98046875,26760.236328125,26732.98046875,26760.236328125,26760.236328125,11988992,BTC-USD
2023-05-13 07:20:00+00:00,26762.169921875,26773.73046875,26762.169921875,26765.18359375,26765.18359375,0,BTC-USD
2023-05-13 07:25:00+00:00,26763.021484375,26763.021484375,26750.337890625,26750.337890625,26750.337890625,0,BTC-USD
2023-05-13 07:30:00+00:00,26748.01953125,26757.681640625,26748.01953125,26757.681640625,26757.681640625,0,BTC-USD
2023-05-13 07:35:00+00:00,26761.435546875,26770.3125,26761.435546875,26770.3125,26770.3125,0,BTC-USD
2023-05-13 07:40:00+00:00,26774.98828125,26782.74609375,26774.98828125,26782.74609375,26782.74609375,0,BTC-USD
2023-05-13 07:45:00+00:00,26783.134765625,26804.78125,26782.583984375,26804.78125,26804.78125,0,BTC-USD
2023-05-13 07:50:00+00:00,26798.26953125,26806.36328125,26795.37109375,26795.37109375,26795.37109375,0,BTC-USD
2023-05-13 07:55:00+00:00,26792.564453125,26793.546875,26789.982421875,26790.537109375,26790.537109375,0,BTC-USD
2023-05-13 08:00:00+00:00,26789.728515625,26791.83984375,26779.740234375,26783.33203125,26783.33203125,0,BTC-USD
2023-05-13 08:05:00+00:00,26782.65625,26786.916015625,26779.03515625,26786.916015625,26786.916015625,0,BTC-USD
2023-05-13 08:10:00+00:00,26796.2109375,26814.271484375,26796.2109375,26814.271484375,26814.271484375,2646016,BTC-USD
2023-05-13 08:15:00+00:00,26824.787109375,26824.787109375,26784.900390625,26784.900390625,26784.900390625,0,BTC-USD
2023-05-13 08:20:00+00:00,26784.36328125,26784.36328125,26773.98828125,26773.98828125,26773.98828125,0,BTC-USD
2023-05-13 08:25:00+00:00,26776.26171875,26776.26171875,26769.6484375,26769.6484375,26769.6484375,0,BTC-USD
2023-05-13 08:30:00+00:00,26772.427734375,26774.134765625,26769.15625,26774.134765625,26774.134765625,0,BTC-USD
2023-05-13 08:35:00+00:00,26774.65234375,26784.544921875,26774.65234375,26784.544921875,26784.544921875,0,BTC-USD
2023-05-13 08:40:00+00:00,26782.33984375,26786.845703125,26782.33984375,26784.46484375,26784.46484375,0,BTC-USD
2023-05-13 08:45:00+00:00,26784.00390625,26818.6953125,26784.00390625,26818.6953125,26818.6953125,0,BTC-USD
2023-05-13 08:50:00+00:00,26806.40234375,26807.396484375,26802.98046875,26806.96875,26806.96875,0,BTC-USD
2023-05-13 08:55:00+00:00,26809.810546875,26821.291015625,26809.810546875,26814.796875,26814.796875,0,BTC-USD
2023-05-13 09:00:00+00:00,26813.498046875,26822.0546875,26810.578125,26810.578125,26810.578125,0,BTC-USD
2023-05-13 09:05:00+00:00,26808.60546875,26812.990234375,26808.564453125,26810.720703125,26810.720703125,0,BTC-USD
2023-05-13 09:10:00+00:00,26809.248046875,26811.40625,26808.994140625,26808.994140625,26808.994140625,0,BTC-USD
2023-05-13 09:15:00+00:00,26803.765625,26812.236328125,26803.765625,26812.236328125,26812.236328125,0,BTC-USD
2023-05-13 09:20:00+00:00,26825.896484375,26829.712890625,26821.392578125,26829.392578125,26829.392578125,0,BTC-USD
2023-05-13 09:25:00+00:00,26826.130859375,26827.70703125,26822.953125,26824.91015625,26824.91015625,0,BTC-USD
2023-05-13 09:30:00+00:00,26821.794921875,26842.67578125,26821.794921875,26831.33984375,26831.33984375,713728,BTC-USD
2023-05-13 09:35:00+00:00,26827.51171875,26833.38671875,26827.111328125,26829.263671875,26829.263671875,0,BTC-USD
2023-05-13 09:40:00+00:00,26834.458984375,26848.25390625,26832.69921875,26832.69921875,26832.69921875,0,BTC-USD
2023-05-13 09:45:00+00:00,26818.728515625,26826.595703125,26818.103515625,26826.595703125,26826.595703125,0,BTC-USD
2023-05-13 09:50:00+00:00,26842.203125,26849.26171875,26830.603515625,26849.26171875,26849.26171875,0,BTC-USD
2023-05-13 09:55:00+00:00,26850.263671875,26856.4609375,26850.263671875,26853.134765625,26853.134765625,0,BTC-USD
2023-05-13 10:00:00+00:00,26859.67578125,26876.322265625,26840.462890625,26840.462890625,26840.462890625,0,BTC-USD
2023-05-13 10:05:00+00:00,26833.755859375,26833.755859375,26807.0390625,26807.0390625,26807.0390625,0,BTC-USD
2023-05-13 10:10:00+00:00,26812.484375,26821.0625,26812.484375,26819.513671875,26819.513671875,0,BTC-USD
2023-05-13 10:15:00+00:00,26818.14453125,26818.14453125,26806.181640625,26806.181640625,26806.181640625,0,BTC-USD
2023-05-13 10:20:00+00:00,26794.861328125,26804.625,26794.861328125,26804.625,26804.625,0,BTC-USD
2023-05-13 10:25:00+00:00,26808.015625,26810.935546875,26806.9140625,26806.9140625,26806.9140625,0,BTC-USD
2023-05-13 10:30:00+00:00,26804.9765625,26815.26171875,26804.9765625,26813.029296875,26813.029296875,0,BTC-USD
2023-05-13 10:35:00+00:00,26812.26953125,26818.794921875,26812.26953125,26814.576171875,26814.576171875,0,BTC-USD
2023-05-13 10:40:00+00:00,26819.244140625,26827.224609375,26819.244140625,26827.224609375,26827.224609375,0,BTC-USD
2023-05-13 10:45:00+00:00,26825.697265625,26839.244140625,26825.697265625,26839.244140625,26839.244140625,0,BTC-USD
2023-05-13 10:50:00+00:00,26842.9453125,26845.34765625,26814.42578125,26814.42578125,26814.42578125,0,BTC-USD
2023-05-13 10:55:00+00:00,26813.46484375,26849.4453125,26813.46484375,26849.4453125,26849.4453125,0,BTC-USD
2023-05-13 11:00:00+00:00,26847.513671875,26849.0,26842.890625,26842.890625,26842.890625,0,BTC-USD
2023-05-13 11:05:00+00:00,26840.51171875,26851.767578125,26840.51171875,26851.767578125,26851.767578125,0,BTC-USD
2023-05-13 11:10:00+00:00,26851.255859375,26853.29296875,26846.408203125,26853.29296875,26853.29296875,1562624,BTC-USD
2023-05-13 11:15:00+00:00,26852.689453125,26857.88671875,26842.01171875,26842.0859375,26842.0859375,0,BTC-USD
2023-05-13 11:20:00+00:00,26843.41796875,26865.4140625,26843.41796875,26864.697265625,26864.697265625,0,BTC-USD
2023-05-13 11:25:00+00:00,26851.42578125,26851.42578125,26836.771484375,26838.662109375,26838.662109375,0,BTC-USD
2023-05-13 11:30:00+00:00,26843.8515625,26849.361328125,26843.8515625,26849.361328125,26849.361328125,6969344,BTC-USD
2023-05-13 11:35:00+00:00,26845.966796875,26845.966796875,26833.298828125,26833.298828125,26833.298828125,0,BTC-USD
2023-05-13 11:40:00+00:00,26837.8046875,26838.376953125,26834.4140625,26834.794921875,26834.794921875,0,BTC-USD
2023-05-13 11:45:00+00:00,26831.9140625,26831.9140625,26821.783203125,26821.783203125,26821.783203125,0,BTC-USD
2023-05-13 11:50:00+00:00,26822.59375,26822.59375,26818.0859375,26819.328125,26819.328125,0,BTC-USD
2023-05-13 11:55:00+00:00,26820.91015625,26826.423828125,26820.658203125,26821.970703125,26821.970703125,0,BTC-USD
2023-05-13 12:00:00+00:00,26836.2578125,26840.1796875,26825.2890625,26825.2890625,26825.2890625,0,BTC-USD
2023-05-13 12:05:00+00:00,26823.4375,26823.4375,26815.447265625,26815.447265625,26815.447265625,0,BTC-USD
2023-05-13 12:10:00+00:00,26815.47265625,26816.484375,26790.568359375,26804.1640625,26804.1640625,0,BTC-USD
2023-05-13 12:15:00+00:00,26805.58984375,26835.265625,26805.58984375,26835.265625,26835.265625,0,BTC-USD
2023-05-13 12:20:00+00:00,26834.912109375,26847.87890625,26834.912109375,26847.87890625,26847.87890625,0,BTC-USD
2023-05-13 12:25:00+00:00,26846.669921875,26850.42578125,26843.93359375,26843.93359375,26843.93359375,0,BTC-USD
2023-05-13 12:30:00+00:00,26845.337890625,26845.337890625,26827.2890625,26827.2890625,26827.2890625,0,BTC-USD
2023-05-13 12:35:00+00:00,26833.607421875,26857.806640625,26833.607421875,26857.806640625,26857.806640625,0,BTC-USD
2023-05-13 12:40:00+00:00,26905.443359375,26905.443359375,26876.994140625,26876.994140625,26876.994140625,9832448,BTC-USD
2023-05-13 12:45:00+00:00,26869.775390625,26884.48828125,26864.251953125,26884.48828125,26884.48828125,0,BTC-USD
2023-05-13 12:50:00+00:00,26879.046875,26879.046875,26818.234375,26818.234375,26818.234375,0,BTC-USD
2023-05-13 12:55:00+00:00,26805.42578125,26833.376953125,26805.42578125,26833.376953125,26833.376953125,0,BTC-USD
2023-05-13 13:00:00+00:00,26841.09765625,26841.09765625,26822.7890625,26822.7890625,26822.7890625,0,BTC-USD
2023-05-13 13:05:00+00:00,26825.22265625,26853.888671875,26825.22265625,26853.888671875,26853.888671875,0,BTC-USD
2023-05-13 13:10:00+00:00,26857.08203125,26887.623046875,26850.201171875,26887.623046875,26887.623046875,13654016,BTC-USD
2023-05-13 13:15:00+00:00,26886.19921875,26887.765625,26867.115234375,26869.03125,26869.03125,19466240,BTC-USD
2023-05-13 13:20:00+00:00,26874.998046875,26881.1875,26870.3515625,26881.1875,26881.1875,0,BTC-USD
2023-05-13 13:25:00+00:00,26879.40625,26879.40625,26846.859375,26846.859375,26846.859375,0,BTC-USD
2023-05-13 13:30:00+00:00,26840.234375,26841.884765625,26834.919921875,26834.919921875,26834.919921875,0,BTC-USD
2023-05-13 13:35:00+00:00,26835.119140625,26835.119140625,26810.5546875,26810.5546875,26810.5546875,0,BTC-USD
2023-05-13 13:40:00+00:00,26810.662109375,26824.65625,26810.662109375,26816.123046875,26816.123046875,0,BTC-USD
2023-05-13 13:45:00+00:00,26817.427734375,26818.037109375,26812.572265625,26812.66015625,26812.66015625,0,BTC-USD
2023-05-13 13:50:00+00:00,26808.001953125,26827.056640625,26804.5,26827.056640625,26827.056640625,0,BTC-USD
2023-05-13 13:55:00+00:00,26837.16015625,26840.47265625,26836.82421875,26839.76171875,26839.76171875,0,BTC-USD
2023-05-13 14:00:00+00:00,26839.162109375,26854.470703125,26839.162109375,26854.470703125,26854.470703125,0,BTC-USD
2023-05-13 14:05:00+00:00,26852.271484375,26857.263671875,26833.328125,26833.328125,26833.328125,0,BTC-USD
2023-05-13 14:10:00+00:00,26825.76171875,26833.857421875,26811.31640625,26833.857421875,26833.857421875,0,BTC-USD
2023-05-13 14:15:00+00:00,26832.603515625,26832.603515625,26811.0625,26812.205078125,26812.205078125,0,BTC-USD
2023-05-13 14:20:00+00:00,26809.953125,26814.28515625,26809.525390625,26814.28515625,26814.28515625,0,BTC-USD
2023-05-13 14:25:00+00:00,26812.466796875,26813.708984375,26809.4609375,26809.4609375,26809.4609375,0,BTC-USD
2023-05-13 14:30:00+00:00,26787.197265625,26793.763671875,26782.900390625,26793.763671875,26793.763671875,19995648,BTC-USD
2023-05-13 14:35:00+00:00,26790.97265625,26835.125,26790.97265625,26824.498046875,26824.498046875,0,BTC-USD
2023-05-13 14:40:00+00:00,26830.68359375,26830.68359375,26806.20703125,26807.24609375,26807.24609375,0,BTC-USD
2023-05-13 14:45:00+00:00,26806.0859375,26838.013671875,26806.0859375,26833.376953125,26833.376953125,0,BTC-USD
2023-05-13 14:50:00+00:00,26833.318359375,26834.0625,26807.853515625,26807.853515625,26807.853515625,0,BTC-USD
2023-05-13 14:55:00+00:00,26799.568359375,26808.5,26790.708984375,26804.01171875,26804.01171875,0,BTC-USD
2023-05-13 15:00:00+00:00,26804.21875,26804.21875,26782.3203125,26800.76953125,26800.76953125,0,BTC-USD
2023-05-13 15:05:00+00:00,26806.25,26806.25,26786.56640625,26791.75,26791.75,0,BTC-USD
2023-05-13 15:10:00+00:00,26792.41796875,26812.7890625,26792.41796875,26812.7890625,26812.7890625,0,BTC-USD
2023-05-13 15:15:00+00:00,26816.595703125,26816.595703125,26800.37109375,26800.37109375,26800.37109375,0,BTC-USD
2023-05-13 15:20:00+00:00,26794.001953125,26795.38671875,26785.0859375,26795.38671875,26795.38671875,0,BTC-USD
2023-05-13 15:25:00+00:00,26792.4609375,26807.81640625,26792.4609375,26803.580078125,26803.580078125,0,BTC-USD
2023-05-13 15:30:00+00:00,26808.3125,26824.12890625,26808.3125,26814.62109375,26814.62109375,0,BTC-USD
2023-05-13 15:35:00+00:00,26818.927734375,26818.927734375,26810.37890625,26810.41015625,26810.41015625,0,BTC-USD
2023-05-13 15:40:00+00:00,26813.189453125,26814.57421875,26806.158203125,26813.001953125,26813.001953125,0,BTC-USD
2023-05-13 15:45:00+00:00,26810.529296875,26815.138671875,26803.96875,26815.138671875,26815.138671875,0,BTC-USD
2023-05-13 15:50:00+00:00,26815.966796875,26817.439453125,26812.140625,26813.34375,26813.34375,0,BTC-USD
2023-05-13 15:55:00+00:00,26825.9921875,26834.2578125,26825.9921875,26834.2578125,26834.2578125,0,BTC-USD
2023-05-13 16:00:00+00:00,26832.923828125,26832.923828125,26821.572265625,26831.86328125,26831.86328125,0,BTC-USD
2023-05-13 16:05:00+00:00,26830.541015625,26837.033203125,26829.267578125,26837.033203125,26837.033203125,0,BTC-USD
2023-05-13 16:10:00+00:00,26836.80859375,26836.80859375,26825.033203125,26827.375,26827.375,0,BTC-USD
2023-05-13 16:15:00+00:00,26827.30078125,26831.83203125,26827.083984375,26827.083984375,26827.083984375,0,BTC-USD
2023-05-13 16:20:00+00:00,26826.271484375,26828.486328125,26824.98828125,26824.98828125,26824.98828125,0,BTC-USD
2023-05-13 16:25:00+00:00,26809.306640625,26822.68359375,26806.34765625,26820.982421875,26820.982421875,0,BTC-USD
2023-05-13 16:30:00+00:00,26824.763671875,26839.24609375,26824.763671875,26831.61328125,26831.61328125,0,BTC-USD
2023-05-13 16:35:00+00:00,26824.626953125,26826.810546875,26803.083984375,26803.083984375,26803.083984375,0,BTC-USD
2023-05-13 16:40:00+00:00,26803.66015625,26821.994140625,26803.66015625,26821.994140625,26821.994140625,0,BTC-USD
2023-05-13 16:45:00+00:00,26829.52734375,26829.52734375,26815.46484375,26815.6953125,26815.6953125,0,BTC-USD
2023-05-13 16:50:00+00:00,26814.8671875,26837.353515625,26814.603515625,26837.353515625,26837.353515625,0,BTC-USD
2023-05-13 16:55:00+00:00,26838.658203125,26843.18359375,26838.658203125,26840.36328125,26840.36328125,0,BTC-USD
2023-05-13 17:00:00+00:00,26837.046875,26837.046875,26828.201171875,26830.759765625,26830.759765625,0,BTC-USD
2023-05-13 17:05:00+00:00,26829.341796875,26829.341796875,26815.576171875,26817.69921875,26817.69921875,0,BTC-USD
2023-05-13 17:10:00+00:00,26823.2734375,26830.888671875,26823.2734375,26830.888671875,26830.888671875,0,BTC-USD
2023-05-13 17:15:00+00:00,26829.32421875,26844.607421875,26829.32421875,26844.607421875,26844.607421875,0,BTC-USD
2023-05-13 17:20:00+00:00,26846.080078125,26854.61328125,26841.869140625,26854.61328125,26854.61328125,0,BTC-USD
2023-05-13 17:25:00+00:00,26852.6875,26856.482421875,26851.3671875,26855.296875,26855.296875,0,BTC-USD
2023-05-13 17:30:00+00:00,26850.671875,26853.095703125,26850.361328125,26850.361328125,26850.361328125,0,BTC-USD
2023-05-13 17:35:00+00:00,26824.392578125,26840.474609375,26824.392578125,26840.474609375,26840.474609375,0,BTC-USD
2023-05-13 17:40:00+00:00,26839.447265625,26849.5390625,26839.447265625,26849.5390625,26849.5390625,0,BTC-USD
2023-05-13 17:45:00+00:00,26844.357421875,26844.357421875,26835.32421875,26835.32421875,26835.32421875,571392,BTC-USD
2023-05-13 17:50:00+00:00,26835.53125,26835.53125,26826.37890625,26828.421875,26828.421875,0,BTC-USD
2023-05-13 17:55:00+00:00,26832.306640625,26832.306640625,26825.986328125,26825.986328125,26825.986328125,0,BTC-USD
2023-05-13 18:00:00+00:00,26828.501953125,26828.501953125,26812.857421875,26818.5078125,26818.5078125,0,BTC-USD
2023-05-13 18:05:00+00:00,26819.41015625,26819.41015625,26807.513671875,26807.513671875,26807.513671875,0,BTC-USD
2023-05-13 18:10:00+00:00,26832.28515625,26836.99609375,26832.28515625,26836.99609375,26836.99609375,0,BTC-USD
2023-05-13 18:15:00+00:00,26835.55078125,26835.55078125,26830.671875,26835.421875,26835.421875,0,BTC-USD
2023-05-13 18:20:00+00:00,26835.015625,26835.015625,26823.04296875,26834.216796875,26834.216796875,0,BTC-USD
2023-05-13 18:25:00+00:00,26843.263671875,26843.724609375,26835.595703125,26837.435546875,26837.435546875,0,BTC-USD
2023-05-13 18:30:00+00:00,26839.16796875,26870.0703125,26839.16796875,26857.4765625,26857.4765625,0,BTC-USD
2023-05-13 18:35:00+00:00,26858.77734375,26904.689453125,26857.240234375,26902.462890625,26902.462890625,0,BTC-USD
2023-05-13 18:40:00+00:00,26905.056640625,26905.056640625,26897.365234375,26898.80078125,26898.80078125,16674816,BTC-USD
2023-05-13 18:45:00+00:00,26894.3359375,26897.9609375,26891.79296875,26897.9609375,26897.9609375,0,BTC-USD
2023-05-13 18:50:00+00:00,27030.482421875,27030.482421875,26959.71875,26967.83984375,26967.83984375,106496000,BTC-USD
2023-05-13 18:55:00+00:00,26965.279296875,26965.279296875,26797.23046875,26797.23046875,26797.23046875,32932864,BTC-USD
2023-05-13 19:00:00+00:00,26823.826171875,26851.654296875,26816.826171875,26851.654296875,26851.654296875,0,BTC-USD
2023-05-13 19:05:00+00:00,26865.841796875,26865.841796875,26815.23046875,26820.52734375,26820.52734375,0,BTC-USD
